epoch,accuracy,loss,val_accuracy,val_loss
0,0.013245033100247383,4.195008754730225,0.010582010261714458,4.156157493591309
1,0.022516556084156036,4.142360687255859,0.005291005130857229,4.138524055480957
2,0.034437086433172226,4.0897111892700195,0.0317460335791111,4.095179557800293
3,0.05298013240098953,3.997312545776367,0.07407407462596893,4.031782627105713
4,0.12052980065345764,3.85933518409729,0.08994708955287933,3.9414899349212646
5,0.16291390359401703,3.6806066036224365,0.1111111119389534,3.836625337600708
6,0.2079470157623291,3.4371707439422607,0.1269841343164444,3.669626474380493
7,0.26092714071273804,3.156848430633545,0.1428571492433548,3.5178887844085693
8,0.31920528411865234,2.8725831508636475,0.16402116417884827,3.3921525478363037
9,0.3854304552078247,2.5872116088867188,0.2222222238779068,3.2434914112091064
10,0.43841060996055603,2.3430449962615967,0.22751322388648987,3.148118734359741
11,0.4622516632080078,2.139598846435547,0.21693122386932373,3.0912110805511475
12,0.5086092948913574,1.9597985744476318,0.2380952388048172,3.0575473308563232
13,0.5589404106140137,1.799046277999878,0.23280423879623413,2.9947445392608643
14,0.5854304432868958,1.6609083414077759,0.2539682686328888,2.9432220458984375
15,0.634437084197998,1.5152119398117065,0.2222222238779068,3.003145694732666
16,0.6649006605148315,1.4272180795669556,0.25925925374031067,3.004342794418335
17,0.6794701814651489,1.3120012283325195,0.2698412835597992,2.9527010917663574
18,0.7192053198814392,1.219759464263916,0.2857142984867096,2.9154205322265625
19,0.748344361782074,1.113953948020935,0.2539682686328888,2.9932963848114014
20,0.756291389465332,1.0418221950531006,0.2698412835597992,2.97599196434021
21,0.8039734959602356,0.9546342492103577,0.29100528359413147,2.954838275909424
22,0.8026490211486816,0.8933352828025818,0.27513226866722107,2.9757068157196045
23,0.826490044593811,0.8370121121406555,0.27513226866722107,3.034235954284668
24,0.8291390538215637,0.7667461633682251,0.29100528359413147,2.983736515045166
25,0.8556291460990906,0.7154290676116943,0.31216931343078613,3.02087664604187
26,0.8741722106933594,0.6547030806541443,0.2857142984867096,3.0680878162384033
27,0.8900662064552307,0.6111578345298767,0.29100528359413147,3.081376075744629
28,0.8953642249107361,0.5712726712226868,0.30687829852104187,3.108208656311035
29,0.9006622433662415,0.5439899563789368,0.31216931343078613,3.161125421524048
30,0.9112582802772522,0.501480758190155,0.30158731341362,3.2118523120880127
31,0.929801344871521,0.4592471420764923,0.29629629850387573,3.2180304527282715
32,0.9337748289108276,0.4376726448535919,0.30687829852104187,3.227710008621216
33,0.940397322177887,0.3979405164718628,0.29629629850387573,3.3175442218780518
34,0.940397322177887,0.3805307149887085,0.29100528359413147,3.3680877685546875
35,0.9536423683166504,0.3478091061115265,0.3174603283405304,3.3786730766296387
36,0.9536423683166504,0.3277192711830139,0.31216931343078613,3.3843436241149902
37,0.9589403867721558,0.30264541506767273,0.30158731341362,3.4606435298919678
38,0.9668874144554138,0.2858525216579437,0.31216931343078613,3.474252223968506
39,0.9602649211883545,0.27215418219566345,0.31216931343078613,3.493534803390503
40,0.9642384052276611,0.2476782649755478,0.32275131344795227,3.532608985900879
41,0.9735099077224731,0.23086638748645782,0.30687829852104187,3.553032398223877
42,0.9788079261779785,0.21620206534862518,0.31216931343078613,3.634401321411133
43,0.9801324605941772,0.20082241296768188,0.3174603283405304,3.6380667686462402
44,0.9827814698219299,0.18407614529132843,0.30687829852104187,3.6778056621551514
45,0.9827814698219299,0.1773063838481903,0.29629629850387573,3.7394444942474365
46,0.9814569354057312,0.16880005598068237,0.30158731341362,3.758524179458618
47,0.9854304790496826,0.15672150254249573,0.3174603283405304,3.799468755722046
48,0.9894039630889893,0.1454801857471466,0.32275131344795227,3.8246312141418457
49,0.9880794882774353,0.13676458597183228,0.3174603283405304,3.86260724067688
