epoch,accuracy,loss,val_accuracy,val_loss
0,0.021192053332924843,4.199766635894775,0.01587301678955555,4.156679630279541
1,0.026490066200494766,4.156486988067627,0.021164020523428917,4.155575275421143
2,0.014569536782801151,4.150526523590088,0.010582010261714458,4.148355960845947
3,0.03311258181929588,4.126158714294434,0.0317460335791111,4.133242607116699
4,0.046357616782188416,4.098291873931885,0.021164020523428917,4.117249488830566
5,0.062251657247543335,4.034787178039551,0.03703703731298447,4.079584121704102
6,0.07549668848514557,3.9562532901763916,0.042328041046857834,4.046364784240723
7,0.12980131804943085,3.839383363723755,0.0793650820851326,3.9503018856048584
8,0.16026489436626434,3.6844561100006104,0.0793650820851326,3.883502960205078
9,0.19337747991085052,3.5056939125061035,0.0793650820851326,3.778508186340332
10,0.22119204699993134,3.301262378692627,0.11640211939811707,3.65979266166687
11,0.26754966378211975,3.0977137088775635,0.13227513432502747,3.5902178287506104
12,0.3112582862377167,2.90732479095459,0.13756613433361053,3.511317014694214
13,0.32847681641578674,2.709118604660034,0.16931216418743134,3.4122812747955322
14,0.382781445980072,2.526611328125,0.1746031790971756,3.359423875808716
15,0.4092715084552765,2.3597309589385986,0.18518517911434174,3.3506767749786377
16,0.4490066170692444,2.213561773300171,0.16402116417884827,3.3390448093414307
17,0.4649006724357605,2.0809121131896973,0.16402116417884827,3.2962920665740967
18,0.5086092948913574,1.9530400037765503,0.17989417910575867,3.3432655334472656
19,0.5430463552474976,1.8329211473464966,0.19576719403266907,3.293747663497925
20,0.564238429069519,1.7240525484085083,0.1746031790971756,3.2857913970947266
21,0.6158940196037292,1.616585373878479,0.20105819404125214,3.2947444915771484
22,0.634437084197998,1.5205401182174683,0.22751322388648987,3.2893810272216797
23,0.62649005651474,1.4520961046218872,0.22751322388648987,3.3207459449768066
24,0.6662251949310303,1.3686027526855469,0.17989417910575867,3.3192532062530518
25,0.678145706653595,1.3103255033493042,0.2063492089509964,3.351534366607666
26,0.6966887712478638,1.2282850742340088,0.21164020895957947,3.3581533432006836
27,0.7192053198814392,1.1614840030670166,0.190476194024086,3.426170825958252
28,0.7456953525543213,1.1116585731506348,0.21693122386932373,3.4478094577789307
29,0.7403973340988159,1.06178617477417,0.2063492089509964,3.436847448348999
30,0.7589403986930847,0.9945191144943237,0.21164020895957947,3.473811388015747
31,0.7748344540596008,0.9549857378005981,0.21693122386932373,3.4933645725250244
32,0.7761589288711548,0.903160572052002,0.22751322388648987,3.488215446472168
33,0.7973510026931763,0.8656601905822754,0.21693122386932373,3.534285306930542
34,0.8119205236434937,0.8173072338104248,0.2222222238779068,3.5754714012145996
35,0.8397350907325745,0.7698643803596497,0.23280423879623413,3.624751329421997
36,0.8291390538215637,0.7431002259254456,0.2222222238779068,3.639152765274048
37,0.8423840999603271,0.6995245814323425,0.2222222238779068,3.6278464794158936
38,0.8463576436042786,0.6632387042045593,0.2380952388048172,3.683209180831909
39,0.8556291460990906,0.6410542130470276,0.23280423879623413,3.7439563274383545
40,0.8662251830101013,0.6083122491836548,0.2063492089509964,3.773348093032837
41,0.8768212199211121,0.5859509706497192,0.24867725372314453,3.810577154159546
42,0.8913907408714294,0.5435665845870972,0.24867725372314453,3.8534352779388428
43,0.878145694732666,0.5385692715644836,0.2380952388048172,3.8521006107330322
44,0.8940397500991821,0.5103304386138916,0.24338623881340027,3.8750293254852295
45,0.9099337458610535,0.47995319962501526,0.21693122386932373,3.9617273807525635
46,0.9046357870101929,0.4568290710449219,0.24867725372314453,3.94277024269104
47,0.9258278012275696,0.42075878381729126,0.2380952388048172,4.047930717468262
48,0.9271523356437683,0.40426546335220337,0.2539682686328888,4.0866618156433105
49,0.940397322177887,0.38585638999938965,0.24338623881340027,4.103998184204102
